Publication_code,Author,Year,Title,Comparison_identifier,Animal,Strain,Sex,Comorbidity,Comorbidity_induction,Age_weeks_min,Age_weeks_mean,Age_weeks_max,Weight_g_min,Weight_g_mean,Weight_g_max,N_control_groups,N_animals_control,N_treatment_groups,N_animals_treatment,N_treatment_to_control,Effective_n_control,Primary_anaesthetic,Secondary_anaesthetic,Surgical_level,Brain_area,RB_dose,RB_dose_units,RB_dose_mgkg,Light_intensity,Light_intensity_units,Light_intensity_Wcm2,Light_type,Light_source,Light_wavelength,Light_aperture,Light_time,Treatment,Treatment_class,Treatment_dose,Treatment_dose_units,Treatment_initial_hour,Treatment_time_class,Infarct_time,Infarct_measurement,Infarct_mean_control,Infarct_error_control,Infarct_mean_treatment,Infarct_error_treatment,Infarct_diff_from_control,Infarct_diff_from_control_error,Infarct_units,Infarct_error_units,Infarct_percent_control,Infarct_percent_treatment,Infarct_SD_control,Infarct_SD_control_percent,Infarct_SD_treatment,Scale_type,Scale_score_control,Scale_error_control,Scale_score_treatment,Scale_error_treatment,Scale_error_units,Scale_time,Multiple_timepoints,Multiple_doses
Tanaka_2007_b,"Tanaka, Y.",2007,Quantitative assessments of cerebral vascular damage with a silicon rubber casting method in photochemically-induced thrombotic stroke rat models,b,Rat,Wistar,Male,None,NA,NR,9,NR,NR,NR,NR,2,6,0,NA,NA,NA,Isoflurane,NA,Skull breached,Middle cerebral artery (MCA),10,mg/kg,10,800000,lux,0.117128,Xenon lamp,Xenon,540,3,10,None,NA,NA,NA,NA,NA,24,Other histology (ex vivo),128.78,19.85,NA,NA,NA,NA,mm3,NR,6.533739219,NA,NA,NA,NA,None,NA,NA,NA,NA,NA,NA,Yes,No
Tanaka_2007_b,"Tanaka, Y.",2007,Quantitative assessments of cerebral vascular damage with a silicon rubber casting method in photochemically-induced thrombotic stroke rat models,c,Rat,Wistar,Male,None,NA,NR,9,NR,NR,NR,NR,1,7,1,8,1,7,Isoflurane,NA,Skull breached,Middle cerebral artery (MCA),20,mg/kg,20,800000,lux,0.117128,Xenon lamp,Xenon,540,3,10,MK-801 (dizocilpine maleate),Excitotoxicity,3,mg/kg,0,During stroke,24,Other histology (ex vivo),201.32,9.47,163.42,9.47,NA,NA,mm3,NR,10.21410452,8.29122273,NA,NA,NA,None,NA,NA,NA,NA,NA,NA,Yes,No
Tanaka_2008,"Tanaka, Y.",2008,Relationship between cerebrospinal and peripheral S100B levels after focal cerebral ischemia in rats,a,Rat,Wistar,Male,None,NA,NR,9,NR,NR,NR,NR,1,13,0,NA,NA,NA,Isoflurane,NA,Skull breached,Middle cerebral artery (MCA),10,mg/kg,10,800000,lux,0.117128,Xenon lamp,Xenon,540,3,10,None,NA,NA,NA,NA,NA,24,TTC (ex vivo),91.45,5.76,NA,NA,NA,NA,mm3,SEM,4.639776763,NA,20.76797535,1.053677085,NA,None,NA,NA,NA,NA,NA,NA,Yes,No
Tang_2017,"Tang, Y.",2017,Inhibiting Histone Deacetylase 2 (HDAC2) Promotes Functional Recovery From Stroke,a,Mouse,HDAC2-/-,Male,None,NA,NR,NR,NR,NR,NR,NR,1,8,0,NA,NA,NA,Isoflurane,NA,"Scalp retracted, skull intact",NR,100,mg/kg,100,12000,lux,0.00175692,NR,NR,NR,2,15,None,NA,NA,NA,NA,NA,NR,Other histology (ex vivo),1.21,0.12,NA,NA,NA,NA,mm3,SEM,0.237763062,NA,0.339411255,0.066693768,NA,mNSS,NR,NR,NA,NA,NR,NR,No,No
Tang_2017,"Tang, Y.",2017,Inhibiting Histone Deacetylase 2 (HDAC2) Promotes Functional Recovery From Stroke,b,Mouse,C57BL/6,Male,None,NA,6,6.5,7,NR,NR,NR,1,8,0,NA,NA,NA,Isoflurane,NA,"Scalp retracted, skull intact",NR,100,mg/kg,100,12000,lux,0.00175692,NR,NR,NR,2,15,None,NA,NA,NA,NA,NA,NR,Other histology (ex vivo),1.25,0.05,NA,NA,NA,NA,mm3,SEM,0.245622998,NA,0.141421356,0.02778907,NA,mNSS,NR,NR,NA,NA,NR,NR,No,No
Tang_2017,"Tang, Y.",2017,Inhibiting Histone Deacetylase 2 (HDAC2) Promotes Functional Recovery From Stroke,c,Mouse,C57BL/6,Male,None,NA,6,6.5,7,NR,NR,NR,1,8,1,8,1,8,Isoflurane,NA,Other,NR,100,mg/kg,100,12000,lux,0.00175692,NR,NR,NR,2,15,"SAHA (Suberoylanilide hydroxamic acid, Vorinostat)",Anti-apoptosis/regeneration,NR,NA,96,After stroke,240,Other histology (ex vivo),0.83,0.08,0.81,0.12,NA,NA,mm3,SEM,0.163093671,0.159163703,0.22627417,0.044462512,0.339411255,mNSS,NR,NR,NR,NR,NR,NR,No,No
Taylor_2016,"Taylor, Z. J.",2016,Microvascular basis for growth of small infarcts following occlusion of single penetrating arterioles in mouse cortex,a,Mouse,C57BL/6,Male,None,NA,13,19.5,26,NR,NR,NR,1,10,0,NA,NA,NA,Isoflurane,NA,Skull breached,Sensorimotor cortex,0.25,mL,NA,1,mW,NA,Continuous wave (CW) laser light,NR,532,0.02,0.5,None,NA,NA,NA,NA,NA,NR,Other histology (ex vivo),612,210,NA,NA,NA,NA,nL,SEM,0.12025702,NA,664.0783086,0.130490324,NA,None,NA,NA,NA,NA,NA,NA,Yes,No
Tennant_2013,"Tennant, K. A.",2013,Diabetes augments in vivo microvascular blood flow dynamics after stroke,a,Mouse,GFP-M,Male,None,NA,9,13,17,26,26.6,27.2,1,7,0,NA,NA,NA,Isoflurane,NA,Cranial window (asleep induction),Somatosensory cortex,100,mg/kg,100,25.8,mW,NA,LED,LED,532,1,20,None,NA,NA,NA,NA,NA,1008,Other histology (ex vivo),0.79,0.27,NA,NA,NA,NA,mm3,SEM,0.155233735,NA,0.714352854,0.140369192,NA,None,NA,NA,NA,NA,NA,NA,No,No
Tennant_2013,"Tennant, K. A.",2013,Diabetes augments in vivo microvascular blood flow dynamics after stroke,b,Mouse,GFP-M,Male,Hyperglycemia,Streptozotocin,9,13,17,24.6,25.1,25.6,1,11,1,5,1,11,Isoflurane,NA,Cranial window (asleep induction),Somatosensory cortex,100,mg/kg,100,25.8,mW,NA,LED,LED,532,1,20,Insulin,Energy substrates,NR,NR,NR,After stroke,1008,Other histology (ex vivo),1.26,0.79,1.25,0.74,NA,NA,mm3,SEM,0.247587982,0.245622998,2.620133584,0.514852053,1.654690303,None,NA,NA,NA,NA,NA,NA,No,No
Thura_2009,"Thura, M.",2009,GIF-0173 protects against cerebral infarction through DP1 receptor activation,a,Rat,Sprague-Dawley,Male,None,NA,NR,NR,NR,260,280,300,1,12,3,12,3,4,Halothane,NA,Skull breached,Middle cerebral artery (MCA),20,mg/kg,20,NR,NA,NA,Xenon lamp,Xenon,540,3,10,GIF-0173,Excitotoxicity,0.1,mg/kg,0,During stroke,24,TTC (ex vivo),30.01,6.05,18.15,10.73,NA,NA,Indirect rLV % whole brain,SD,30.01,18.15,6.05,6.05,10.73,Other,9.333333333,2.2852182,4.166666667,1.462494065,SD,24,No,Yes
Tian_2016,"Tian, D. S.",2016,Deficiency in the voltage-gated proton channel Hv1 increases M2 polarization of microglia and attenuates brain damage from photothrombotic ischemic stroke,a,Mouse,C57BL/6,Male,None,NA,NR,NR,NR,NR,NR,NR,2,4,0,NA,NA,NA,Isoflurane,NA,"Scalp retracted, skull intact",NR,1,mg,NA,NR,NA,NA,LCD,NR,NR,4,15,None,NA,NA,NA,NA,NA,24,MRI (in vivo),6.38,0.78,NA,NA,NA,NA,mm3,SEM,1.253659783,NA,1.56,0.306537502,NA,None,NA,NA,NA,NA,NA,NA,Yes,No
Tian_2016,"Tian, D. S.",2016,Deficiency in the voltage-gated proton channel Hv1 increases M2 polarization of microglia and attenuates brain damage from photothrombotic ischemic stroke,b,Mouse,Hv1-/-,Male,None,NA,NR,NR,NR,NR,NR,NR,2,4,0,NA,NA,NA,Isoflurane,NA,"Scalp retracted, skull intact",NR,1,mg,NA,NR,NA,NA,LCD,NR,NR,4,15,None,NA,NA,NA,NA,NA,24,MRI (in vivo),3.3,0.91,NA,NA,NA,NA,mm3,SEM,0.648444715,NA,1.82,0.357627085,NA,None,NA,NA,NA,NA,NA,NA,Yes,No
Toda_2014,"Toda, T.",2014,"Down-regulation of KCC2 expression and phosphorylation in motoneurons, and increases the number of in primary afferent projections to motoneurons in mice with post-stroke spasticity",a,Mouse,C57BL/6,Male,None,NA,NR,NR,NR,25,27.5,30,1,6,0,NA,NA,NA,Sodium Pentobarbital,NA,"Scalp retracted, skull intact",Caudal and rostral forelimb areas,0.03,mg/g,30,194,lumens,NA,LED,LED,NR,NR,15,None,NA,NA,NA,NA,NA,168,Other histology (ex vivo),5.13,1.23,NA,NA,NA,NA,mm3,SEM,1.008036785,NA,3.012872384,0.592024598,NA,None,NA,NA,NA,NA,NA,NA,No,No
Tregub_2015,"Tregub, P.",2015,Combined exposure to hypercapnia and hypoxia provides its maximum neuroprotective effect during focal ischemic injury in the brain,a,Rat,Wistar,Male,None,NA,35,37,39,240,280,320,1,11,3,15,3,3.666666667,Ketamine,Xylazine,"Scalp retracted, skull intact",NR,40,mg/kg,40,15,mW,NA,Green laser,Diode-pumped solid state laser,532,2,10,Respiratory intervention,Other,NA,NA,-360,Before stroke,72,Other histology (ex vivo),NR,NR,NR,NR,NA,NA,mm3,NR,NA,NA,NA,NA,NA,NSS,NR,NR,NR,NR,NR,72,No,Yes
Trieu_1999,"Trieu, V. N.",1999,In vivo antioxidant activity of genistein in a murine model of singlet oxygen-induced cerebral stroke,a,Mouse,BALB/c,Male,None,NA,NR,9,NR,NR,NR,NR,2,81,22,3,11,7.363636364,Ketamine,Xylazine,Scalp and skull intact,NR,3,mg/ml,NA,300,W,NA,Xenon lamp,Xenon,550,1.6,5,Genistein,Anti-oxidants,8,mg/kg,-24,Before stroke,24,Other histology (ex vivo),14.6,0.7,3.2,0.7,NA,NA,mm2,SEM,NA,NA,6.3,NA,1.212435565,None,NA,NA,NA,NA,NA,NA,No,Yes
Trieu_1999,"Trieu, V. N.",1999,In vivo antioxidant activity of genistein in a murine model of singlet oxygen-induced cerebral stroke,b,Mouse,BALB/c,Male,None,NA,NR,9,NR,NR,NR,NR,2,81,22,15,11,7.363636364,Ketamine,Xylazine,Scalp and skull intact,NR,3,mg/ml,NA,300,W,NA,Xenon lamp,Xenon,550,1.6,5,EA (ellagic acid),Anti-oxidants,40,mg/kg,-24,Before stroke,24,Other histology (ex vivo),14.6,0.7,13.8,5.8,NA,NA,mm2,SEM,NA,NA,6.3,NA,22.46330341,None,NA,NA,NA,NA,NA,NA,No,No
Trieu_1999,"Trieu, V. N.",1999,In vivo antioxidant activity of genistein in a murine model of singlet oxygen-induced cerebral stroke,c,Mouse,BALB/c,Male,None,NA,NR,9,NR,NR,NR,NR,2,81,22,14,11,7.363636364,Ketamine,Xylazine,Scalp and skull intact,NR,3,mg/ml,NA,300,W,NA,Xenon lamp,Xenon,550,1.6,5,Propyl gallate,Anti-oxidants,40,mg/kg,-24,Before stroke,24,Other histology (ex vivo),14.6,0.7,15.5,1.1,NA,NA,mm2,SEM,NA,NA,6.3,NA,4.115823125,None,NA,NA,NA,NA,NA,NA,No,No
Trieu_1999,"Trieu, V. N.",1999,In vivo antioxidant activity of genistein in a murine model of singlet oxygen-induced cerebral stroke,d,Mouse,BALB/c,Male,None,NA,NR,9,NR,NR,NR,NR,2,81,22,23,11,7.363636364,Ketamine,Xylazine,Scalp and skull intact,NR,3,mg/ml,NA,300,W,NA,Xenon lamp,Xenon,550,1.6,5,Quinazoline,Anti-oxidants,40,mg/kg,-24,Before stroke,24,Other histology (ex vivo),14.6,0.7,20.7,1.8,NA,NA,mm2,SEM,NA,NA,6.3,NA,8.632496742,None,NA,NA,NA,NA,NA,NA,No,No
Trieu_1999,"Trieu, V. N.",1999,In vivo antioxidant activity of genistein in a murine model of singlet oxygen-induced cerebral stroke,e,Mouse,BALB/c,Male,None,NA,NR,9,NR,NR,NR,NR,2,81,22,13,11,7.363636364,Ketamine,Xylazine,Scalp and skull intact,NR,3,mg/ml,NA,300,W,NA,Xenon lamp,Xenon,550,1.6,5,Anti-Ox2,Anti-oxidants,40,mg/kg,-24,Before stroke,24,Other histology (ex vivo),14.6,0.7,13.6,1.6,NA,NA,mm2,SEM,NA,NA,6.3,NA,5.768882041,None,NA,NA,NA,NA,NA,NA,No,No
Trieu_1999,"Trieu, V. N.",1999,In vivo antioxidant activity of genistein in a murine model of singlet oxygen-induced cerebral stroke,f,Mouse,BALB/c,Male,None,NA,NR,9,NR,NR,NR,NR,2,81,22,5,11,7.363636364,Ketamine,Xylazine,Scalp and skull intact,NR,3,mg/ml,NA,300,W,NA,Xenon lamp,Xenon,550,1.6,5,Anti-Ox4,Anti-oxidants,40,mg/kg,-24,Before stroke,24,Other histology (ex vivo),14.6,0.7,11.9,2.4,NA,NA,mm2,SEM,NA,NA,6.3,NA,5.366563146,None,NA,NA,NA,NA,NA,NA,No,No
Trieu_1999,"Trieu, V. N.",1999,In vivo antioxidant activity of genistein in a murine model of singlet oxygen-induced cerebral stroke,g,Mouse,BALB/c,Male,None,NA,NR,9,NR,NR,NR,NR,2,81,22,19,11,7.363636364,Ketamine,Xylazine,Scalp and skull intact,NR,3,mg/ml,NA,300,W,NA,Xenon lamp,Xenon,550,1.6,5,Anti-Ox5,Anti-oxidants,40,mg/kg,-24,Before stroke,24,Other histology (ex vivo),14.6,0.7,10.3,0.8,NA,NA,mm2,SEM,NA,NA,6.3,NA,3.487119155,None,NA,NA,NA,NA,NA,NA,No,No
Trieu_1999,"Trieu, V. N.",1999,In vivo antioxidant activity of genistein in a murine model of singlet oxygen-induced cerebral stroke,h,Mouse,BALB/c,Male,None,NA,NR,9,NR,NR,NR,NR,2,81,22,14,11,7.363636364,Ketamine,Xylazine,Scalp and skull intact,NR,3,mg/ml,NA,300,W,NA,Xenon lamp,Xenon,550,1.6,5,Anti-Ox6,Anti-oxidants,40,mg/kg,-24,Before stroke,24,Other histology (ex vivo),14.6,0.7,14.5,1.6,NA,NA,mm2,SEM,NA,NA,6.3,NA,5.986651819,None,NA,NA,NA,NA,NA,NA,No,No
Trieu_1998,"Trieu, V. N.",1998,Male-associated hypertension in LDL-R deficient mice,a,Mouse,C57BL/6,Male,None,NA,NR,NR,NR,NR,NR,NR,6,23,0,NA,NA,NA,Ketamine,Xylazine,Scalp and skull intact,NR,3,mg/ml,NA,300,W,NA,Xenon lamp,Xenon,550,3.2,5,None,NA,NA,NA,NA,NA,0.5,Other histology (ex vivo),6.3,1.1,NA,NA,NA,NA,mm2,NR,NA,NA,NA,NA,NA,None,NA,NA,NA,NA,NA,NA,No,No
Trieu_1998,"Trieu, V. N.",1998,Male-associated hypertension in LDL-R deficient mice,b,Mouse,Apo(a) transgenic,Male,None,NA,NR,NR,NR,NR,NR,NR,6,7,0,NA,NA,NA,Ketamine,Xylazine,Scalp and skull intact,NR,3,mg/ml,NA,300,W,NA,Xenon lamp,Xenon,550,3.2,5,None,NA,NA,NA,NA,NA,0.5,Other histology (ex vivo),7.2,2.6,NA,NA,NA,NA,mm2,NR,NA,NA,NA,NA,NA,None,NA,NA,NA,NA,NA,NA,No,No
Trieu_1998,"Trieu, V. N.",1998,Male-associated hypertension in LDL-R deficient mice,c,Mouse,ApoE deficient,Male,None,NA,NR,NR,NR,NR,NR,NR,6,6,0,NA,NA,NA,Ketamine,Xylazine,Scalp and skull intact,NR,3,mg/ml,NA,300,W,NA,Xenon lamp,Xenon,550,3.2,5,None,NA,NA,NA,NA,NA,0.5,Other histology (ex vivo),7.6,2.4,NA,NA,NA,NA,mm2,NR,NA,NA,NA,NA,NA,None,NA,NA,NA,NA,NA,NA,No,No
Trieu_1998,"Trieu, V. N.",1998,Male-associated hypertension in LDL-R deficient mice,d,Mouse,LDL-R deficient,Male,Hypertension,Genetic,NR,NR,NR,NR,NR,NR,6,12,0,NA,NA,NA,Ketamine,Xylazine,Scalp and skull intact,NR,3,mg/ml,NA,300,W,NA,Xenon lamp,Xenon,550,3.2,5,None,NA,NA,NA,NA,NA,0.5,Other histology (ex vivo),10.7,1.5,NA,NA,NA,NA,mm2,NR,NA,NA,NA,NA,NA,None,NA,NA,NA,NA,NA,NA,No,No
Trieu_1998,"Trieu, V. N.",1998,Male-associated hypertension in LDL-R deficient mice,e,Mouse,ApoE deficient,Female,None,NA,NR,NR,NR,NR,NR,NR,6,6,0,NA,NA,NA,Ketamine,Xylazine,Scalp and skull intact,NR,3,mg/ml,NA,300,W,NA,Xenon lamp,Xenon,550,3.2,5,None,NA,NA,NA,NA,NA,0.5,Other histology (ex vivo),9.7,1.8,NA,NA,NA,NA,mm2,NR,NA,NA,NA,NA,NA,None,NA,NA,NA,NA,NA,NA,No,No
Trieu_1998,"Trieu, V. N.",1998,Male-associated hypertension in LDL-R deficient mice,f,Mouse,LDL-R deficient,Female,None,NA,NR,NR,NR,NR,NR,NR,6,7,0,NA,NA,NA,Ketamine,Xylazine,Scalp and skull intact,NR,3,mg/ml,NA,300,W,NA,Xenon lamp,Xenon,550,3.2,5,None,NA,NA,NA,NA,NA,0.5,Other histology (ex vivo),9.4,2.1,NA,NA,NA,NA,mm2,NR,NA,NA,NA,NA,NA,None,NA,NA,NA,NA,NA,NA,No,No
Tuor_2016_a,"Tuor, U. I.",2016,Model of minor stroke with mild peri-infarct ischemic injury,a,Rat,Wistar,Male,None,NA,NR,NR,NR,226,310.5,395,1,14,0,NA,NA,NA,Isoflurane,NA,Skull thinned,Cerebral cortex,10,mg/kg,10,150,W,NA,Halogen lamp,Halogen,555,3,5,None,NA,NA,NA,NA,NA,24,MRI (in vivo),1.7,0.8,NA,NA,NA,NA,mm3,SD,0.086250634,NA,0.8,0.040588534,NA,None,NA,NA,NA,NA,NA,NA,No,No
Tuor_2016_b,"Tuor, U. I.",2016,Magnetic resonance imaging of ischemic injury produced by varying severities of photothrombosis differs in neonatal and adult brain,a,Rat,Wistar,Male,None,NA,NR,NR,NR,240,274,308,1,6,0,NA,NA,NA,Isoflurane,NA,Skull thinned,Cerebral cortex,10,mg/kg,10,41,mW/cm2,0.041,Halogen lamp,Halogen,555,3,5,None,NA,NA,NA,NA,NA,24,MRI (in vivo),5.25,1.17,NA,NA,NA,NA,mm2,SD,NA,NA,1.17,NA,NA,None,NA,NA,NA,NA,NA,NA,No,No
Tuor_2016_b,"Tuor, U. I.",2016,Magnetic resonance imaging of ischemic injury produced by varying severities of photothrombosis differs in neonatal and adult brain,b,Rat,Wistar,Mixed,None,NA,NR,1,NR,10,15,20,1,6,0,NA,NA,NA,Isoflurane,NA,"Scalp retracted, skull intact",Cerebral cortex,60,mg/kg,60,41,mW/cm2,0.041,Halogen lamp,Halogen,555,2,15,None,NA,NA,NA,NA,NA,24,MRI (in vivo),4.97,1.25,NA,NA,NA,NA,mm2,SD,NA,NA,1.25,NA,NA,None,NA,NA,NA,NA,NA,NA,No,No
Uemura_2016,"Uemura, T.",2016,Aggravation of brain infarction through an increase in acrolein production and a decrease in glutathione with aging,a,Mouse,C57BL/6,Female,None,NA,NR,9,NR,NR,22,NR,1,7,0,NA,NA,NA,Isoflurane,NA,"Scalp retracted, skull intact",Middle cerebral artery (MCA),20,mg/kg,20,NR,NA,NA,Xenon lamp,Xenon,540,NR,10,None,NA,NA,NA,NA,NA,24,TTC (ex vivo),28.08,6.53,NA,NA,NA,NA,mm3,SE,5.517675031,NA,17.27675606,3.394854898,NA,None,NA,NA,NA,NA,NA,NA,No,No
Uemura_2016,"Uemura, T.",2016,Aggravation of brain infarction through an increase in acrolein production and a decrease in glutathione with aging,b,Mouse,C57BL/6,Female,None,NA,NR,26,NR,NR,NR,NR,1,7,0,NA,NA,NA,Isoflurane,NA,"Scalp retracted, skull intact",Middle cerebral artery (MCA),20,mg/kg,20,NR,NA,NA,Xenon lamp,Xenon,540,NR,10,None,NA,NA,NA,NA,NA,24,TTC (ex vivo),46.18,11.27,NA,NA,NA,NA,mm3,SE,9.074296044,NA,29.81761728,5.859114043,NA,None,NA,NA,NA,NA,NA,NA,No,No
Uemura_2016,"Uemura, T.",2016,Aggravation of brain infarction through an increase in acrolein production and a decrease in glutathione with aging,c,Mouse,C57BL/6,Female,Aged,NA,NR,52,NR,NR,40,NR,1,7,0,NA,NA,NA,Isoflurane,NA,"Scalp retracted, skull intact",Middle cerebral artery (MCA),20,mg/kg,20,NR,NA,NA,Xenon lamp,Xenon,540,NR,10,None,NA,NA,NA,NA,NA,24,TTC (ex vivo),59.33,9.89,NA,NA,NA,NA,mm3,SE,11.65824999,NA,26.16648047,5.141671507,NA,None,NA,NA,NA,NA,NA,NA,No,No
Uemura_2016,"Uemura, T.",2016,Aggravation of brain infarction through an increase in acrolein production and a decrease in glutathione with aging,d,Mouse,C57BL/6,Female,None,NA,NR,9,NR,NR,22,NR,1,7,1,7,1,7,Isoflurane,NA,"Scalp retracted, skull intact",Middle cerebral artery (MCA),20,mg/kg,20,NR,NA,NA,Xenon lamp,Xenon,540,NR,10,N-acetylcysteine,Anti-oxidants,250,mg/kg,NR,After stroke,24,TTC (ex vivo),37.3,6.04,29.07,3.85,NA,NA,mm3,SE,7.329390265,5.712208446,15.98033792,3.140110809,10.18614255,None,NA,NA,NA,NA,NA,NA,No,No
Uemura_2016,"Uemura, T.",2016,Aggravation of brain infarction through an increase in acrolein production and a decrease in glutathione with aging,e,Mouse,C57BL/6,Female,Aged,NA,NR,52,NR,NR,40,NR,1,7,1,7,1,7,Isoflurane,NA,"Scalp retracted, skull intact",Middle cerebral artery (MCA),20,mg/kg,20,NR,NA,NA,Xenon lamp,Xenon,540,NR,10,N-acetylcysteine,Anti-oxidants,250,mg/kg,NR,After stroke,24,TTC (ex vivo),69.32,3.48,41.16,4.11,NA,NA,mm3,SE,13.62126899,8.087874084,9.207214563,1.809202917,10.87403789,None,NA,NA,NA,NA,NA,NA,No,No
Uemura_2018,"Uemura, T.",2018,Protective Effects of Brain Infarction by N-Acetylcysteine Derivatives,a,Mouse,C57BL/6,Male,None,NA,NR,8,NR,22,24,26,1,10,3,10,3,3.333333333,Isoflurane,NA,"Scalp retracted, skull intact",Middle cerebral artery (MCA),20,mg/kg,20,NR,NA,NA,Xenon lamp,Xenon,540,NR,10,N-acetylcysteine,Anti-oxidants,150,mg/kg,0,During stroke,24,TTC (ex vivo),NR,NR,NR,NR,NA,NA,mm3,SD,NA,NA,NA,NA,NA,None,NA,NA,NA,NA,NA,NA,No,Yes
Uemura_2018,"Uemura, T.",2018,Protective Effects of Brain Infarction by N-Acetylcysteine Derivatives,b,Mouse,C57BL/6,Male,None,NA,NR,8,NR,22,24,26,1,10,3,10,3,3.333333333,Isoflurane,NA,"Scalp retracted, skull intact",Middle cerebral artery (MCA),20,mg/kg,20,NR,NA,NA,Xenon lamp,Xenon,540,NR,10,N-acetylcysteine ethyl ester,Anti-oxidants,150,mg/kg,0,During stroke,24,TTC (ex vivo),NR,NR,NR,NR,NA,NA,mm3,SD,NA,NA,NA,NA,NA,None,NA,NA,NA,NA,NA,NA,No,Yes
Uemura_2018,"Uemura, T.",2018,Protective Effects of Brain Infarction by N-Acetylcysteine Derivatives,c,Mouse,C57BL/6,Male,None,NA,NR,8,NR,22,24,26,1,10,3,10,3,3.333333333,Isoflurane,NA,"Scalp retracted, skull intact",Middle cerebral artery (MCA),20,mg/kg,20,NR,NA,NA,Xenon lamp,Xenon,540,NR,10,N-acetylcysteine benzyl ester,Anti-oxidants,150,mg/kg,0,During stroke,24,TTC (ex vivo),NR,NR,NR,NR,NA,NA,mm3,SD,NA,NA,NA,NA,NA,None,NA,NA,NA,NA,NA,NA,No,Yes
Umemura_1996,"Umemura, K.",1996,Inhibitory effect of MS-153 on elevated brain glutamate level induced by rat middle cerebral artery occlusion,a,Rat,Wistar,Male,None,NA,NR,NR,NR,240,250,260,1,8,3,8,3,2.666666667,Halothane,NA,Skull breached,Middle cerebral artery (MCA),20,mg/kg,20,0.62,W/cm2,0.62,Xenon lamp,Xenon,540,3,10,MS-153,Energy substrates,12.5,mg/kg/h,1,After stroke,24,TTC (ex vivo),15.36,0.96,8.93,0.77,NA,NA,Direct rLV % hemisphere,SE,7.68,4.465,2.71529004,1.35764502,2.177888886,None,NA,NA,NA,NA,NA,NA,No,Yes
Umemura_2008,"Umemura, K.",2008,"Effects of alteplase, a thrombolytic agent, in a rat photothrombotic middle cerebral artery occlusion model",a,Rat,Sprague-Dawley,Male,None,NA,NR,NR,NR,279,289.5,300,1,22.5,1,22.5,1,22.5,Halothane,NA,Skull breached,Middle cerebral artery (MCA),12,mg/kg,12,NR,NA,NA,Xenon lamp,Xenon,540,3,10,rTPA (Recombinant tissue plasminogen activator),Thrombolytics,3,mg/kg,0,During stroke,24,TTC (ex vivo),173.46,13.69,111.35,11.15,NA,NA,mm3,SE,8.800608828,5.64941654,64.93737175,3.29464088,52.88909387,Bederson Scale,2.91,0.05,2,0.2,SE,24,No,No
Umemura_1995,"Umemura, K.",1995,"Effect of combination of a tissue-type plasminogen activator and an endothelin receptor antagonist, FR139317, in the rat cerebral infarction model",a,Rat,Wistar,Male,None,NA,NR,NR,NR,240,250,260,1,14,4,5,4,3.5,Sodium Pentobarbital,NA,Skull breached,Middle cerebral artery (MCA),NR,NA,NA,0.62,W/cm2,0.62,Xenon lamp,Xenon,540,3,NR,SUN9216,Thrombolytics,1,mg/kg,0.5,After stroke,24,TTC (ex vivo),16.96,0.46,11.84,1.46,NA,NA,% (not specified percentage of),SEM,NA,NA,1.721162398,NA,3.264659247,None,NA,NA,NA,NA,NA,NA,No,Yes
Umemura_1997,"Umemura, K.",1997,"Neuroprotective effect of a novel AMPA receptor antagonist, YM90K, in rat focal cerebral ischaemia",a,Rat,Wistar,Male,None,NA,NR,NR,NR,240,250,260,2,8,6,8,3,2.666666667,Halothane,NA,Skull breached,Middle cerebral artery (MCA),20,mg/kg,20,0.62,W/cm2,0.62,Xenon lamp,Xenon,540,3,10,YM90K,Nootropics/cognition,20,mg/kg,1,After stroke,24,TTC (ex vivo),19.53,5.16,10.66,4.85,NA,NA,Direct rLV % hemisphere,SD,9.765,5.33,5.16,2.58,4.85,None,NA,NA,NA,NA,NA,NA,Yes,Yes
Umemura_1994_a,"Umemura, K.",1994,"Thrombolytic efficacy of a modified tissue-type plasminogen activator, SUN9216, in the rat middle cerebral artery thrombosis model",a,Rat,Wistar,Male,None,NA,NR,NR,NR,240,250,260,1,10,6,7,6,1.666666667,Sodium Pentobarbital,NA,Skull breached,Middle cerebral artery (MCA),NR,NA,NA,0.62,W/cm2,0.62,Xenon lamp,Xenon,540,3,NR,SUN9216,Thrombolytics,20,mg/kg,0.5,After stroke,24,TTC (ex vivo),16.71,0.5,10.79,0.62,NA,NA,Direct rLV % hemisphere,SE,8.355,5.395,1.58113883,0.790569415,1.640365813,None,NA,NA,NA,NA,NA,NA,No,Yes
Umemura_1994_a,"Umemura, K.",1994,"Thrombolytic efficacy of a modified tissue-type plasminogen activator, SUN9216, in the rat middle cerebral artery thrombosis model",b,Rat,Wistar,Male,None,NA,NR,NR,NR,240,250,260,1,10,6,5,6,1.666666667,Sodium Pentobarbital,NA,Skull breached,Middle cerebral artery (MCA),NR,NA,NA,0.62,W/cm2,0.62,Xenon lamp,Xenon,540,3,NR,rTPA (Recombinant tissue plasminogen activator),Thrombolytics,30,mg/kg,0.5,After stroke,24,TTC (ex vivo),16.71,0.5,15.96,1.53,NA,NA,Direct rLV % hemisphere,SE,8.355,7.98,1.58113883,0.790569415,3.421184006,None,NA,NA,NA,NA,NA,NA,No,Yes
